NCTId,BriefTitle,Condition,Phase,StudyType,InterventionType,InterventionName,Enrollment,StartDate,PrimaryCompletionDate,OverallStatus,LeadSponsorName,planned_enrollment,num_conditions,num_interventions,planned_duration_days,sponsor_type_industry,intervention_type,start_year,has_multiple_conditions,has_multiple_interventions,is_large_trial,label
NCT01321333,Study of Human Central Nervous System Stem Cells (HuCNS-SC) in Patients With Thoracic Spinal Cord Injury,Thoracic Spinal Cord Injury; Spinal Cord Injury; Spinal Cord Injury Thoracic; Spinal Cord Trauma,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,HuCNS-SC cells,12,2011-03,2015-04,COMPLETED,"StemCells, Inc.",12.0,4,1,1492.0,1,BIOLOGICAL,2011.0,1,0,0,1.0
NCT01502917,Convection-Enhanced Delivery of 124I-Omburtamab for Patients With Non-Progressive Diffuse Pontine Gliomas Previously Treated With External Beam Radiation Therapy,Brain Cancer; Brain Stem Glioma,PHASE1,INTERVENTIONAL,DRUG; RADIATION,Radioactive iodine-labeled monoclonal antibody omburtamab; External Beam Radiotherapy,50,2011-12,2022-01,COMPLETED,Y-mAbs Therapeutics,50.0,2,2,3684.0,1,DRUG,2011.0,1,1,0,1.0
NCT01304758,ExAblate Transcranial MR Guided Focused Ultrasound in the Treatment of Essential Tremor,Essential Tremor,PHASE1,INTERVENTIONAL,DEVICE,ExAblate Transcranial MRgFUS System,15,2011-01,2012-10,COMPLETED,InSightec,15.0,1,1,639.0,0,DEVICE,2011.0,0,0,0,1.0
NCT01498783,Phase I Study of 5-Fluorouracil in Children and Young Adults With Recurrent Ependymoma,Central Nervous System Malignancies; Ependymoma,PHASE1,INTERVENTIONAL,DRUG,5-fluorouracil,26,2011-12,2014-05,COMPLETED,St. Jude Children's Research Hospital,26.0,2,1,882.0,0,DRUG,2011.0,1,0,0,1.0
NCT01511497,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics Study Of PF-04427429 In Healthy Women Volunteers",Pain; Migraine Disorders,PHASE1,INTERVENTIONAL,BIOLOGICAL; OTHER,PF-04427429; Normal saline,31,2011-10,2013-01,COMPLETED,Pfizer,31.0,2,2,458.0,0,BIOLOGICAL,2011.0,1,1,0,1.0
NCT01257594,EGFR Inhibition Using Weekly Erlotinib for Recurrent Malignant Gliomas,Brain Cancer,PHASE1,INTERVENTIONAL,DRUG; PROCEDURE,erlotinib; Cytoreductive Surgery,22,2011-01-07,2016-11-22,COMPLETED,"Andrew B Lassman, MD",22.0,1,2,2146.0,0,DRUG,2011.0,0,1,0,1.0
NCT01730482,"A Study to Assess the Absorption, Metabolism and Excretion of Migalastat Hydrochloride (AT1001-014)",Fabry Disease,PHASE1,INTERVENTIONAL,DRUG,[14C] AT1001,6,2011-08,2011-09,COMPLETED,Amicus Therapeutics,6.0,1,1,31.0,1,DRUG,2011.0,0,0,0,1.0
NCT01467726,"Safety, Pharmacokinetics and Pharmacodynamics of Velusetrag in Healthy Elderly Subjects",Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,Velusetrag; Velusetrag; Placebo,40,2011-11,2012-01,COMPLETED,Alfasigma S.p.A.,40.0,1,3,61.0,0,DRUG,2011.0,0,1,0,1.0
NCT01350453,Development and Pilot Evaluation of a Web-supported Programme of Constraint Induced Therapy Following Stroke (LifeCIT),Stroke,PHASE1; PHASE2,INTERVENTIONAL,BEHAVIORAL; BEHAVIORAL,LifeCIT; Standard Care,19,2011-05,2014-12,COMPLETED,University of Southampton,19.0,1,2,1310.0,0,BEHAVIORAL,2011.0,0,1,0,1.0
NCT01292694,Contribution of Angiotensin II to Supine Hypertension in Autonomic Failure,Hypertension; Pure Autonomic Failure; Multiple System Atrophy,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,Losartan; Captopril; Placebo,12,2011-03,2017-03,TERMINATED,Vanderbilt University,12.0,3,3,2192.0,0,DRUG,2011.0,1,1,0,0.0
NCT01480609,Effect of Haemodialysis on the Pharmacokinetics of Ezogabine/Retigabine and Its N-acetyl Metabolite,Epilepsy,PHASE1,INTERVENTIONAL,DRUG,Retigabine / Ezogabine,8,2011-11-30,2012-04-24,COMPLETED,GlaxoSmithKline,8.0,1,1,146.0,0,DRUG,2011.0,0,0,0,1.0
NCT02037217,ExAblate Transcranial MR Guided Focused Ultrasound in the Treatment of Essential Tremor,Essential Tremor,PHASE1,INTERVENTIONAL,DEVICE,ExAblate Transcranial MRgFUS System,10,2011-02,2014-01,COMPLETED,InSightec,10.0,1,1,1065.0,0,DEVICE,2011.0,0,0,0,1.0
NCT01494701,"An Open-label Safety, Tolerability, and Dose-range Finding Study of Nusinersen (ISIS 396443) in Participants With Spinal Muscular Atrophy (SMA)",Spinal Muscular Atrophy,PHASE1,INTERVENTIONAL,DRUG,nusinersen,28,2011-11-30,2013-01-31,COMPLETED,Biogen,28.0,1,1,428.0,0,DRUG,2011.0,0,0,0,1.0
NCT01445067,Study to Evaluate the PK of BMS-927711 in Patient With Migraine During Acute Migraine and Non-migraine Condition,Migraine,PHASE1,INTERVENTIONAL,DRUG; DRUG,BMS-927711 (CGRP Antagonist); BMS-927711 (CGRP Antagonist),48,2011-11,2012-09,COMPLETED,Pfizer,48.0,1,2,305.0,0,DRUG,2011.0,0,1,0,1.0
NCT01357421,Effects of TT301 on Cytokine Levels Post Endotoxin Challenge,Traumatic Brain Injury,PHASE1,INTERVENTIONAL,DRUG; DRUG,TT301; Placebo,18,2011-05,2011-06,COMPLETED,"OPKO Health, Inc.",18.0,1,2,31.0,1,DRUG,2011.0,0,1,0,1.0
NCT01688570,Mechanisms of Neuromuscular Fatigue Post Stroke,Stroke,EARLY_PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,duloxetine; Cyproheptadine; Placebo,27,2011-08,2015-05,COMPLETED,Medical College of Wisconsin,27.0,1,3,1369.0,0,DRUG,2011.0,0,1,0,1.0
NCT01150266,Study for the Use of Alteplase in Patients Who Awaken With Stroke,Ischemic Stroke,PHASE1,INTERVENTIONAL,DRUG,Alteplase (tPA),0,2011-08,2013-09,WITHDRAWN,"University of California, San Diego",0.0,1,1,762.0,0,DRUG,2011.0,0,0,0,0.0
NCT01292941,Clinical Study Evaluating Safety of a New Catheter for Urinary Intermittent Catheter in Healthy Volunteers,Spinal Cord Injury,PHASE1,INTERVENTIONAL,DEVICE; DEVICE; DEVICE; DEVICE,Intermittent catheterisation; NonCE marked intermittent catheter/red; NonCE marked intermittent catheter/green; NonCE marked intermittent catheter/blue,0,2011-03,2011-06,WITHDRAWN,Coloplast A/S,0.0,1,4,92.0,0,DEVICE,2011.0,0,1,0,0.0
NCT01322009,Overcoming Membrane Transporters to Improve CNS Drug Delivery - Improving Brain Antioxidants After Traumatic Brain Injury,Pediatric Traumatic Brain Injury,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Probenecid and N-acetyl cysteine; Placebo,14,2011-03,2013-12,COMPLETED,University of Pittsburgh,14.0,1,2,1006.0,0,DRUG,2011.0,0,1,0,1.0
NCT01498991,Spinal Cord Injury Leg Rehabilitation,Spinal Cord Injury; Paraplegia; Quadriplegia; Tetraplegia,PHASE1; PHASE2,INTERVENTIONAL,DEVICE,AMES Treatment,2,2011-11,2016-11,TERMINATED,Oregon Health and Science University,2.0,4,1,1827.0,0,DEVICE,2011.0,1,0,0,0.0
NCT01237041,"Free Fatty Acids, Body Weight, and Growth Hormones Secretion in Children",Obesity; Short Stature; Growth Hormone Deficiency,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG,Niacin First; Placebo First; Dose-Establishing Study 1 Niacin 250mg; Dose-Establishing Study 1 Niacin 500mg; Dose-Establishing Study 2 Niacin 500mg,37,2011-07-01,2017-10-17,TERMINATED,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),37.0,3,5,2300.0,0,DRUG,2011.0,1,1,0,0.0
NCT01485952,An Exploratory Clinical Trial in Early Stage Huntington's Disease Patients With SEN0014196,Huntington Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,SEN0014196 (Low Dose); SEN0014196 (High Dose); Placebo,55,2011-03,2011-11,COMPLETED,Siena Biotech S.p.A.,55.0,1,3,245.0,1,DRUG,2011.0,0,1,0,1.0
NCT01231919,MK2206 in Treating Younger Patients With Recurrent or Refractory Solid Tumors or Leukemia,"Accelerated Phase Chronic Myelogenous Leukemia; Acute Leukemias of Ambiguous Lineage; Acute Myeloid Leukemia/Transient Myeloproliferative Disorder; Acute Undifferentiated Leukemia; Aggressive NK-cell Leukemia; Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative; Blastic Phase Chronic Myelogenous Leukemia; Blastic Plasmacytoid Dendritic Cell Neoplasm; Childhood Burkitt Lymphoma; Childhood Chronic Myelogenous Leukemia; Childhood Diffuse Large Cell Lymphoma; Childhood Grade III Lymphomatoid Granulomatosis; Childhood Immunoblastic Large Cell Lymphoma; Childhood Nasal Type Extranodal NK/T-cell Lymphoma; Chronic Eosinophilic Leukemia; Chronic Myelomonocytic Leukemia; Chronic Neutrophilic Leukemia; Chronic Phase Chronic Myelogenous Leukemia; Intraocular Lymphoma; Juvenile Myelomonocytic Leukemia; Mast Cell Leukemia; Myeloid/NK-cell Acute Leukemia; Noncutaneous Extranodal Lymphoma; Post-transplant Lymphoproliferative Disorder; Primary Central Nervous System Hodgkin Lymphoma; Primary Central Nervous System Non-Hodgkin Lymphoma; Progressive Hairy Cell Leukemia, Initial Treatment; Prolymphocytic Leukemia; Recurrent Childhood Acute Lymphoblastic Leukemia; Recurrent Childhood Acute Myeloid Leukemia; Recurrent Childhood Anaplastic Large Cell Lymphoma; Recurrent Childhood Grade III Lymphomatoid Granulomatosis; Recurrent Childhood Large Cell Lymphoma; Recurrent Childhood Lymphoblastic Lymphoma; Recurrent Childhood Small Noncleaved Cell Lymphoma; Recurrent Grade 1 Follicular Lymphoma; Recurrent Grade 2 Follicular Lymphoma; Recurrent Grade 3 Follicular Lymphoma; Recurrent Mantle Cell Lymphoma; Recurrent Marginal Zone Lymphoma; Recurrent Mycosis Fungoides/Sezary Syndrome; Recurrent Small Lymphocytic Lymphoma; Recurrent/Refractory Childhood Hodgkin Lymphoma; Refractory Chronic Lymphocytic Leukemia; Refractory Hairy Cell Leukemia; Relapsing Chronic Myelogenous Leukemia; Secondary Acute Myeloid Leukemia; Small Intestine Lymphoma; Splenic Marginal Zone Lymphoma; Unspecified Childhood Solid Tumor, Protocol Specific; Waldenström Macroglobulinemia",PHASE1,INTERVENTIONAL,DRUG; OTHER; OTHER,Akt inhibitor MK2206; diagnostic laboratory biomarker analysis; pharmacological study,45,2011-01,2013-04,COMPLETED,National Cancer Institute (NCI),45.0,51,3,821.0,0,DRUG,2011.0,1,1,0,1.0
NCT01175993,Effects of Rapid-Resisted Exercise and Bright Light Therapy on Ambulatory Adults With Traumatic Brain Injury,Adult; Traumatic Brain Injury; fMRI,PHASE1; PHASE2,INTERVENTIONAL,OTHER,Elliptical exercise,34,2011-08-24,2014-02-04,COMPLETED,National Institutes of Health Clinical Center (CC),34.0,3,1,895.0,0,OTHER,2011.0,1,0,0,1.0
NCT01468324,AZD7451 for Recurrent Gliomas,Glioblastoma Multiforme,PHASE1,INTERVENTIONAL,DRUG,AZD7451,14,2011-10-05,2014-04-23,COMPLETED,National Cancer Institute (NCI),14.0,1,1,931.0,0,DRUG,2011.0,0,0,0,1.0
NCT01461083,Evaluation of [18F]MPPF as a Brain Tracer of Serotonin Receptor 5HT1a,Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG,[18F]MPPF,19,2011-09,2012-11,COMPLETED,Institute for Neurodegenerative Disorders,19.0,1,1,427.0,0,DRUG,2011.0,0,0,0,1.0
NCT01310881,Single-Dose Pharmacokinetics (PK) Study of Novel Neurogenic Compound NSI-189,Depression,PHASE1,INTERVENTIONAL,DRUG,NSI-189 Phosphate,35,2011-02,2011-11,COMPLETED,Neuralstem Inc.,35.0,1,1,273.0,1,DRUG,2011.0,0,0,0,1.0
NCT01354483,Umbilical Cord Blood Mononuclear Cell Transplant to Treat Chronic Spinal Cord Injury,Spinal Cord Injuries,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; DRUG,Umbilical Cord Blood Mononuclear Cell; Methylprednisolone; Lithium Carbonate Tablet,20,2011-09,2013-09,COMPLETED,China Spinal Cord Injury Network,20.0,1,3,731.0,0,BIOLOGICAL,2011.0,0,1,0,1.0
NCT01406145,A Study of the Safety and Tolerability of ASP0777 in Subjects With Alzheimer's Disease (AD) Taking a Stable Dose of Donepezil,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,ASP0777; Placebo,60,2011-06-16,2011-11-04,COMPLETED,Astellas Pharma Inc,60.0,1,2,141.0,1,DRUG,2011.0,0,1,0,1.0
NCT01348737,"Assessment of Safety, Tolerability and Blood Concentrations of Single Doses of AZD3839 in Healthy Volunteers",Alzheimer's Disease; Safety; Tolerability; Blood Concentration; Healthy Volunteers,PHASE1,INTERVENTIONAL,DRUG; DRUG,AZD3839; AZD3839 Placebo,72,2011-06,2011-11,COMPLETED,AstraZeneca,72.0,5,2,153.0,0,DRUG,2011.0,1,1,0,1.0
NCT01485276,Combined Deep Brain Stimulation for Parkinson's Disease,Parkinson Disease,PHASE1; PHASE2,INTERVENTIONAL,PROCEDURE,DBS Surgery,0,2011-11-08,,WITHDRAWN,National Institute of Neurological Disorders and Stroke (NINDS),0.0,1,1,,0,PROCEDURE,2011.0,0,0,0,0.0
NCT01390571,Olaparib and Temozolomide in Treating Patients With Relapsed Glioblastoma,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,DRUG; DRUG; GENETIC; GENETIC; OTHER; OTHER; PROCEDURE; PROCEDURE; PROCEDURE,olaparib; temozolomide; gene expression analysis; protein expression analysis; laboratory biomarker analysis; pharmacological study; diffusion-weighted magnetic resonance imaging; dynamic contrast-enhanced magnetic resonance imaging; therapeutic conventional surgery,34,2011-07,2017-06-20,COMPLETED,Cancer Research UK,34.0,1,9,2181.0,0,DRUG,2011.0,0,1,0,1.0
NCT01287936,A Study of Modified Stem Cells in Stable Ischemic Stroke,Chronic Ischemic Stroke,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,SB623,18,2011-01,2015-08,COMPLETED,"SanBio, Inc.",18.0,1,1,1673.0,1,BIOLOGICAL,2011.0,0,0,0,1.0
NCT02983708,Neuroregenerative Potential of Intravenous G-CSF and Autologous Peripheral Blood Stem Cells,Neurodegeneration; G-CSF; Peripheral Blood Mononuclear Cells; Cerebral Palsy,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; DRUG; DRUG,Peripheral blood mononuclear cells (mPBMC); G-CSF; Placebo,57,2011-08,2014-09,COMPLETED,Hanyang University Seoul Hospital,57.0,4,3,1127.0,0,BIOLOGICAL,2011.0,1,1,0,1.0
NCT01907321,Cough and Swallow Rehab Following Stroke,Ischemic Stroke,PHASE1; PHASE2,INTERVENTIONAL,BEHAVIORAL; BEHAVIORAL; DRUG; BEHAVIORAL; RADIATION,Expiratory muscle strength training; Placebo expiratory training; Measures performed on all subjects; Pulmonary function test; Fluoroscopic swallow study,14,2011-01,2015-04,COMPLETED,University of Florida,14.0,1,5,1551.0,0,BEHAVIORAL,2011.0,0,1,0,1.0
NCT01435993,Multiple Doses of Anti-NOGO A in Relapsing Forms of Multiple Sclerosis,"Multiple Sclerosis, Relapsing-Remitting",PHASE1,INTERVENTIONAL,DRUG; OTHER,GSK1223249; Saline placebo,3,2011-09-08,2012-01-23,TERMINATED,GlaxoSmithKline,3.0,1,2,137.0,0,DRUG,2011.0,0,1,0,0.0
NCT01526837,Bevacizumab (Avastin) Into the Tumor Resection Cavity in Subjects With Glioblastoma Multiforme at First Recurrence,Glioblastoma Multiforme,PHASE1,INTERVENTIONAL,DRUG,Avastin,1,2011-10,2012-01,TERMINATED,Brain & Spine Surgeons of New York,1.0,1,1,92.0,0,DRUG,2011.0,0,0,0,0.0
NCT04327011,A Continuation Protocol for Patients Previously Enrolled in a Study of Toca 511,"Glioblastoma Multiforme; Astrocytoma; Gliomas, Malignant",PHASE1,INTERVENTIONAL,BIOLOGICAL; DRUG,Toca 511 vector; Toca FC • Flucytosine • 5-FC • 5-Fluorocytosine,65,2011-02,2019-12,TERMINATED,Tocagen Inc.,65.0,3,2,3225.0,1,BIOLOGICAL,2011.0,1,1,0,0.0
NCT01465100,Liver Cell Transplant for Phenylketonuria,Phenylketonuria,PHASE1; PHASE2,INTERVENTIONAL,RADIATION; PROCEDURE; DRUG; OTHER; BEHAVIORAL; DIAGNOSTIC_TEST; PROCEDURE,Preparative Radiation Therapy; Hepatocyte Transplant; Immunosuppression; Liver Evaluation; Neuro-psychological Assessment; Whole body Phe oxidation testing; Liver Biopsy,1,2011-10-12,2015-08-21,TERMINATED,Ira Fox,1.0,1,7,1409.0,0,RADIATION,2011.0,0,1,0,0.0
NCT01404663,Side Effects of Bone Marrow Derived CD133 Transplantation in Cerebral Palsy,Cerebral Palsy,PHASE1,INTERVENTIONAL,BIOLOGICAL,CD133 stem cell injection,12,2011-10,2012-04,COMPLETED,Royan Institute,12.0,1,1,183.0,0,BIOLOGICAL,2011.0,0,0,0,1.0
NCT01738581,rTMS and Retraining in Focal Hand Dystonia,Focal Dystonia,PHASE1; PHASE2,INTERVENTIONAL,DEVICE; BEHAVIORAL; BEHAVIORAL,Repetitive Transcranial Magnetic Stimulation; Sensorimotor Retraining; Non-specific Therapy,9,2011-11,2015-06,COMPLETED,University of Minnesota,9.0,1,3,1308.0,0,DEVICE,2011.0,0,1,0,1.0
NCT01407341,Beta-Tricalcium Phosphate Bone Graft in Treating Patients Undergoing Surgery For Metastatic Spine Cancer,Adult Spinal Cord Neoplasm; Spinal Bone Metastases; Spinal Cord Compression,PHASE1,INTERVENTIONAL,PROCEDURE; PROCEDURE; PROCEDURE; OTHER,musculoskeletal complications management/prevention; bone graft; quality-of-life assessment; questionnaire administration,1,2011-06,2012-07,TERMINATED,University of Southern California,1.0,3,4,396.0,0,PROCEDURE,2011.0,1,1,0,0.0
NCT01338896,Study to Compare Adhesiveness of Two Different Rotigotine Patch Formulations,Parkinson's Disease,PHASE1,INTERVENTIONAL,DRUG,Rotigotine transdermal patch,56,2011-04,2011-05,COMPLETED,UCB Pharma,56.0,1,1,30.0,1,DRUG,2011.0,0,0,0,1.0
NCT01519076,A Safety Evaluation of the Use of Magnetic-guided Iron Particles,Ischemic Stroke,PHASE1,INTERVENTIONAL,DEVICE,Pulse Therapeutics (PTI) Magnetically-Enhanced Diffusion (MED),7,2012-06,2014-01,TERMINATED,Pulse Therapeutics,7.0,1,1,579.0,1,DEVICE,2012.0,0,0,0,0.0
NCT01579383,Safety Tolerability and Pharmacokinetics of ALD403,Migraine Disorders,PHASE1,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; BIOLOGICAL,ALD403; ALD403; Sumatriptan,104,2012-04,2012-12,COMPLETED,"Alder Biopharmaceuticals, Inc.",104.0,1,3,244.0,1,BIOLOGICAL,2012.0,0,1,1,1.0
NCT01462669,Crossover Study to Evaluate the Pharmacokinetics of Ezogabine/Retigabine in Taiwanese Subjects,Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,50mg Ezogabine/retigabine; 100mg Ezogabine/retigabine; 200mg Ezogabine/retigabine; 400mg Ezogabine/retigabine,1,2012-04-10,2012-06-27,COMPLETED,GlaxoSmithKline,1.0,1,4,78.0,0,DRUG,2012.0,0,1,0,1.0
NCT01600859,Evaluation of E2609 in Subjects With Mild Cognitive Impairment or Mild Dementia Due to Alzheimer's Disease (Study: E2609-A001-101 Amendment 02),Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,E2609; Placebo for E2609,65,2012-07,2013-09,COMPLETED,Eisai Inc.,65.0,1,2,427.0,1,DRUG,2012.0,0,1,0,1.0
NCT01573611,Impact of Grape Consumption on Brain Metabolism and Cognitive Function,Mild Cognitive Impairment,PHASE1,INTERVENTIONAL,DIETARY_SUPPLEMENT; DIETARY_SUPPLEMENT,Grape Powder; Placebo Powder,12,2012-04,2013-04,COMPLETED,"University of California, Los Angeles",12.0,1,2,365.0,0,DIETARY_SUPPLEMENT,2012.0,0,1,0,1.0
NCT01685216,Efficacy and Safety Study of Velaglucerase Alfa in Children and Adolescents With Type 3 Gaucher Disease,"Gaucher Disease, Type 3",PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,velaglucerase alfa,7,2012-09-14,2015-03-15,COMPLETED,Shire,7.0,1,1,912.0,0,BIOLOGICAL,2012.0,0,0,0,1.0
NCT01703988,"An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusinersen (ISIS 396443) in Participants With Spinal Muscular Atrophy",Spinal Muscular Atrophy,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Nusinersen,34,2012-10-31,2015-01-31,COMPLETED,Biogen,34.0,1,1,822.0,0,DRUG,2012.0,0,0,0,1.0
NCT01574898,Pilot Pharmacokinetic Study of New Nicotine Lozenge Formulations,Healthy Smokers,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG,V0474 - A mg; V0474 - B mg; V0474 - C mg; V0018 - B mg; Niquitin® Fresh Mint 4 mg,13,2012-03,2012-06,COMPLETED,Pierre Fabre Medicament,13.0,1,5,92.0,0,DRUG,2012.0,0,1,0,1.0
NCT01502761,Intra-arterial Magnesium Administration for Acute Stroke,Acute Stroke,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Magnesium Sulfate,4,2012-03,2016-05,TERMINATED,University of Southern California,4.0,1,1,1522.0,0,DRUG,2012.0,0,0,0,0.0
NCT01578629,NUTRITION: Natural Tocotrienol Against Ischemic Stroke Event,Ischemic Stroke; Transient Ischemic Attack (TIA),PHASE1; PHASE2,INTERVENTIONAL,OTHER; OTHER,Vitamin E tocotrienol (TCT) capsules ; Low dose Aspirin; Placebo vehicle control,210,2012-03,2018-11,COMPLETED,Andrew Slivka,210.0,2,3,2436.0,0,OTHER,2012.0,1,1,1,1.0
NCT01724606,Whole Brain Radiotherapy (WBRT) With Sorafenib for Breast Cancer Brain Metastases (BCBM),Breast Cancer; Brain Metastases,PHASE1,INTERVENTIONAL,RADIATION; DRUG,Whole Brain Radiotherapy (WBRT); Sorafenib,21,2012-11-05,2022-03-01,COMPLETED,Memorial Sloan Kettering Cancer Center,21.0,2,2,3403.0,0,RADIATION,2012.0,1,1,0,1.0
NCT01250470,Vaccine Therapy and Sargramostim in Treating Patients With Malignant Glioma,Anaplastic Astrocytoma; Anaplastic Oligoastrocytoma; Anaplastic Oligodendroglioma; Giant Cell Glioblastoma; Glioblastoma; Gliosarcoma; Mixed Glioma; Recurrent Brain Neoplasm,PHASE1,INTERVENTIONAL,OTHER; DRUG; BIOLOGICAL,Laboratory Biomarker Analysis; Montanide ISA-51/Survivin Peptide Vaccine; Sargramostim,9,2012-09-05,2014-05-29,COMPLETED,Roswell Park Cancer Institute,9.0,8,3,631.0,0,OTHER,2012.0,1,1,0,1.0
NCT01716897,An Study to Determine the Bioavailability of E2609 Tablets Compared to Capsules and the Effect of Food on Absorption,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG,E2609,18,2012-10,2012-12,COMPLETED,Eisai Inc.,18.0,1,1,61.0,1,DRUG,2012.0,0,0,0,1.0
NCT01591096,Thrombolysis in Pediatric Stroke (TIPS),Stroke,PHASE1,INTERVENTIONAL,DRUG,Tissue plasminogen activator (Activase®),1,2012-10,2013-12,TERMINATED,Seattle Children's Hospital,1.0,1,1,426.0,0,DRUG,2012.0,0,0,0,0.0
NCT01709435,Cabozantinib S-Malate in Treating Younger Patients With Recurrent or Refractory Solid Tumors,Recurrent Malignant Solid Neoplasm; Recurrent Melanoma; Recurrent Primary Central Nervous System Neoplasm; Recurrent Thyroid Gland Carcinoma; Refractory Malignant Solid Neoplasm; Refractory Primary Central Nervous System Neoplasm; Thyroid Gland Medullary Carcinoma,PHASE1,INTERVENTIONAL,DRUG; OTHER; OTHER,Cabozantinib S-malate; Laboratory Biomarker Analysis; Pharmacological Study,41,2012-11-14,2018-12-31,COMPLETED,National Cancer Institute (NCI),41.0,7,3,2238.0,0,DRUG,2012.0,1,1,0,1.0
NCT01788696,Pilot Study To Assess Effect of Treatment and Adherence in PD Subjects,Parkinson Disease,PHASE1,INTERVENTIONAL,RADIATION; RADIATION,Group A - Early Imaging; Group B - Delayed Imaging,20,2012-06,2015-03,COMPLETED,Duke University,20.0,1,2,1003.0,0,RADIATION,2012.0,0,1,0,1.0
NCT01673451,2-Part Multiple Ascending Dose Study for Safety and Pharmacokinetics in Healthy and Elderly Subjects,CNS,PHASE1,INTERVENTIONAL,DRUG; DRUG,E2006; Placebo comparator,24,2012-08,2013-05,COMPLETED,Eisai Inc.,24.0,1,2,273.0,1,DRUG,2012.0,0,1,0,1.0
NCT01536249,Dexpramipexole and Cimetidine Drug Drug Interaction (DDI),Amyotrophic Lateral Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG,Dexpramipexole; Cimetidine plus Dexpramipexole,14,2012-03,2012-04,COMPLETED,Knopp Biosciences,14.0,1,2,31.0,1,DRUG,2012.0,0,1,0,1.0
NCT01545271,Xenon and Cooling Therapy in Babies at High Risk of Brain Injury Following Poor Condition at Birth,Hypoxic Ischaemic Encephalopathy,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DEVICE,xenon gas; Whole body cooling,32,2012-05,2013-10,COMPLETED,University Hospitals Bristol and Weston NHS Foundation Trust,32.0,1,2,518.0,0,DRUG,2012.0,0,1,0,1.0
NCT01510028,Multicenter Study of HGT-1110 Administered Intrathecally in Children With Metachromatic Leukodystrophy (MLD),Metachromatic Leukodystrophy (MLD),PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,Recombinant human arylsulfatase A,24,2012-02-02,2017-01-20,COMPLETED,Shire,24.0,1,1,1814.0,0,BIOLOGICAL,2012.0,0,0,0,1.0
NCT01537978,Use of Interactive Gaming for Enhanced Function After Spinal Cord Injury,Paraplegia and Tetraplegia,PHASE1,INTERVENTIONAL,OTHER,Video gaming for enhanced function after spinal cord injury.,21,2012-02,2012-10,COMPLETED,VA Palo Alto Health Care System,21.0,1,1,243.0,0,OTHER,2012.0,0,0,0,1.0
NCT01637766,Intra-arterial Chemotherapy for Spinal Metastases,Spinal Diseases; Spinal Metastases; Spinal Tumors,PHASE1,INTERVENTIONAL,DRUG,Melphalan (intra-arterial infusion),12,2012-04,2018-04,COMPLETED,Weill Medical College of Cornell University,12.0,3,1,2191.0,0,DRUG,2012.0,1,0,0,1.0
NCT01739023,Safety of Autologous Human Schwann Cells (ahSC) in Subjects With Subacute SCI,Spinal Cord Injury; Paraplegia,PHASE1,INTERVENTIONAL,BIOLOGICAL,Autologous Human Schwann Cells,9,2012-11,2016-08,COMPLETED,W. Dalton Dietrich,9.0,2,1,1369.0,0,BIOLOGICAL,2012.0,1,0,0,1.0
NCT01706783,"A Trial Investigating the Safety, Tolerability, Availability and Distribution in the Body of Once-weekly Long-acting Growth Hormone (Somapacitan) Compared to Once Daily Norditropin NordiFlex® in Adults With Growth Hormone Deficiency",Growth Hormone Disorder; Adult Growth Hormone Deficiency,PHASE1,INTERVENTIONAL,DRUG; DRUG,somapacitan; Norditropin NordiFlex®,35,2012-10-12,2013-11-18,COMPLETED,Novo Nordisk A/S,35.0,2,2,402.0,0,DRUG,2012.0,1,1,0,1.0
