NCTId,BriefTitle,Condition,Phase,StudyType,InterventionType,InterventionName,Enrollment,StartDate,PrimaryCompletionDate,OverallStatus,LeadSponsorName,planned_enrollment,num_conditions,num_interventions,planned_duration_days,sponsor_type_industry,intervention_type,start_year,has_multiple_conditions,has_multiple_interventions,is_large_trial,label
NCT01532128,Effect of BIA 9-1067 on Rasagiline Pharmacokinetics,Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,rasagiline; BIA 9-1067,24,2009-11,2010-02,COMPLETED,Bial - Portela C S.A.,24.0,1,2,92.0,0,DRUG,2009.0,0,1,0,1.0
NCT04890353,Impact of an Immune Modulator Dimethyl Fumarate on Acute Ischemic Stroke,Acute Ischemic Stroke,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Dimethyl fumarate,2,2021-12-01,2023-02-08,TERMINATED,"Xuanwu Hospital, Beijing",2.0,1,1,434.0,0,DRUG,2021.0,0,0,0,0.0
NCT01702467,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single, Oral Escalating Doses of GSK2647544 in Healthy Volunteers",Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,GSK2647544; Placebo,27,2012-10-19,2013-05-15,COMPLETED,GlaxoSmithKline,27.0,1,2,208.0,0,DRUG,2012.0,0,1,0,1.0
NCT03277573,Salsalate in Patients Mild to Moderate Alzheimer's Disease,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,Salsalate; Placebo,40,2017-07-21,2022-02-04,COMPLETED,Adam Boxer,40.0,1,2,1659.0,0,DRUG,2017.0,0,1,0,1.0
NCT00418275,Safety Study of a Recombinant Human Plasminogen Activator to Treat Acute Ischemic Stroke.,Cerebrovascular Accident,PHASE1; PHASE2,INTERVENTIONAL,GENETIC,Recombinant Human Plasminogen Activator (HTUPA),30,2001-04,,COMPLETED,Global Biotech,30.0,1,1,,1,GENETIC,2001.0,0,0,0,1.0
NCT02126514,"A Phase I, Open-Label, Single-Center Study to Assess the Absorption, Metabolism, and Excretion of [14C]-AZD3293",Healthy Volunteers; Mass Balance Study,PHASE1,INTERVENTIONAL,DRUG,AZD3293,12,2014-05,2014-05,COMPLETED,AstraZeneca,12.0,2,1,0.0,0,DRUG,2014.0,1,0,0,1.0
NCT04869449,Neuro-pharmacological Properties of Repurposed Ketoconazole in Glioblastomas,"Glioblastoma; Glioblastoma Multiforme; Glioblastoma Multiforme of Brain; Glioblastoma Multiforme, Adult",EARLY_PHASE1,INTERVENTIONAL,DRUG,Ketoconazole,1,2022-05-11,2022-05-12,TERMINATED,Milton S. Hershey Medical Center,1.0,4,1,1.0,0,DRUG,2022.0,1,0,0,0.0
NCT01586455,Human Placental-Derived Stem Cell Transplantation,Mucopolysaccharidosis I; Mucopolysaccharidosis VI; Adrenoleukodystrophy; Niemann-Pick Disease; Metachromatic Leukodystrophy; Wolman Disease; Krabbe's Disease; Gaucher's Disease; Fucosidosis; Batten Disease; Severe Aplastic Anemia; Diamond-Blackfan Anemia; Amegakaryocytic Thrombocytopenia; Myelodysplastic Syndrome; Acute Myelogenous Leukemia; Acute Lymphocytic Leukemia,PHASE1,INTERVENTIONAL,DRUG,Human Placental Derived Stem Cell,43,2013-04,2020-06,COMPLETED,New York Medical College,43.0,16,1,2618.0,0,DRUG,2013.0,1,0,0,1.0
NCT05594043,A Study of MK-6598 as Monotherapy and in Combination With Pembrolizumab (MK-3475) in Advanced Solid Tumors (MK-6598-001),Advanced or Metastatic Solid Tumors,PHASE1,INTERVENTIONAL,DRUG; BIOLOGICAL,MK-6598; Pembrolizumab,90,2022-12-21,2025-05-21,COMPLETED,Merck Sharp & Dohme LLC,90.0,1,2,882.0,1,DRUG,2022.0,0,1,0,1.0
NCT02981576,Safety and Effectiveness of BM-MSC vs AT-MSC in the Treatment of SCI Patients.,Spinal Cord Injuries,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,Autologous Mesenchymal Stem Cells,14,2016-11,2018-05-05,COMPLETED,University of Jordan,14.0,1,1,550.0,0,BIOLOGICAL,2016.0,0,0,0,1.0
NCT00045474,Brachytherapy in Treating Patients With Recurrent Malignant Glioma,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,PROCEDURE; RADIATION,adjuvant therapy; iodine I 125,,2002-10,,COMPLETED,National Cancer Institute (NCI),,1,2,,0,PROCEDURE,2002.0,0,1,0,1.0
NCT02343718,Vinblastine and Temsirolimus in Pediatrics With Recurrent or Refractory Lymphoma or Solid Tumours Including CNS Tumours,Recurrent Lymphoma; Refractory Lymphoma; Solid Tumours; Central Nervous System,PHASE1,INTERVENTIONAL,DRUG; DRUG,Vinblastine; Temsirolimus,7,2015-06-24,2017-09-28,COMPLETED,Canadian Cancer Trials Group,7.0,4,2,827.0,0,DRUG,2015.0,1,1,0,1.0
NCT00005813,Bispecific Antibody Plus White Blood Cells in Treating Patients With Recurrent or Refractory Glioblastoma Multiforme,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; PROCEDURE,bispecific antibody MDX447; lymphokine-activated killer cells; conventional surgery,,1997-03,2003-01,COMPLETED,Dartmouth-Hitchcock Medical Center,,1,3,2132.0,0,BIOLOGICAL,1997.0,0,1,0,1.0
NCT00019578,Stereotactic Radiosurgery in Treating Patients With Brain Tumors,Adult Central Nervous System Germ Cell Tumor; Adult Malignant Meningioma; Adult Medulloblastoma; Adult Noninfiltrating Astrocytoma; Adult Oligodendroglioma; Adult Craniopharyngioma; Adult Meningioma; Brain Metastases; Adult Ependymoma; Adult Pineal Parenchymal Tumor; Adult Brain Stem Glioma; Adult Infiltrating Astrocytoma; Mixed Gliomas; Stage IV Peripheral Primitive Neuroectodermal Tumor,PHASE1,INTERVENTIONAL,PROCEDURE,Sterotactic radiosurgery,,1998-11,,COMPLETED,National Institutes of Health Clinical Center (CC),,14,1,,0,PROCEDURE,1998.0,1,0,0,1.0
NCT00085540,FR901228 in Treating Patients With Recurrent High-Grade Gliomas,Adult Anaplastic Astrocytoma; Adult Anaplastic Oligodendroglioma; Adult Giant Cell Glioblastoma; Adult Gliosarcoma; Recurrent Adult Brain Tumor,PHASE1; PHASE2,INTERVENTIONAL,DRUG,depsipeptide,50,2005-01,2008-12,COMPLETED,National Cancer Institute (NCI),50.0,5,1,1430.0,0,DRUG,2005.0,1,0,0,1.0
NCT00006452,Gadolinium Texaphyrin Plus Radiation Therapy in Treating Patients With Supratentorial Glioblastoma Multiforme,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,DRUG; RADIATION,motexafin gadolinium; radiation therapy,6,2002-04-10,2003-05-09,COMPLETED,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,6.0,1,2,394.0,0,DRUG,2002.0,0,1,0,1.0
NCT01584076,Treatment of Residual Amblyopia With Donepezil,Amblyopia,PHASE1,INTERVENTIONAL,DRUG; OTHER,Donepezil; Patching,18,2012-08,2021-01,COMPLETED,Boston Children's Hospital,18.0,1,2,3075.0,0,DRUG,2012.0,0,1,0,1.0
NCT02552147,Nicotinic Cholinergic Modulation as a Novel Treatment Strategy for Aggression Associated With Autism,Autism Spectrum Disorder; Aggression; Irritability,PHASE1,INTERVENTIONAL,DRUG; OTHER,Transdermal nicotine; Transdermal placebo,8,2015-09,2017-11-17,COMPLETED,Yale University,8.0,3,2,808.0,0,DRUG,2015.0,1,1,0,1.0
NCT02438215,Study of IRX4204 for Treatment of Early Parkinson's Disease,Parkinson's Disease,PHASE1,INTERVENTIONAL,DRUG,IRX4204,15,2014-08,2015-05,COMPLETED,Io Therapeutics,15.0,1,1,273.0,1,DRUG,2014.0,0,0,0,1.0
NCT03885258,Melatonin Replacement Therapy in Pinealectomized Patients,Pineal Tumor,EARLY_PHASE1,INTERVENTIONAL,DRUG,Melatonin Replacement Therapy,5,2017-05-02,2018-11-30,COMPLETED,University of Sao Paulo,5.0,1,1,577.0,0,DRUG,2017.0,0,0,0,1.0
NCT00053118,Chemotherapy and Stem Cell Transplantation in Treating Children With Central Nervous System Cancer,Brain and Central Nervous System Tumors; Lymphoma; Neuroblastoma; Retinoblastoma,PHASE1,INTERVENTIONAL,BIOLOGICAL; DRUG; DRUG; PROCEDURE; PROCEDURE,filgrastim; carboplatin; etoposide; bone marrow ablation with stem cell support; peripheral blood stem cell transplantation,1,2002-03,2004-07,COMPLETED,Roswell Park Cancer Institute,1.0,4,5,853.0,0,BIOLOGICAL,2002.0,1,1,0,1.0
NCT00692510,Drug Interaction Study Between AZD3480 and Cytochrome P450,Metabolism; Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,"AZD3480; Placebo; Cocktail mix (Caffeine, Bupropion, Rosiglitazone, Omeprazole, Midazolam, Bilirubin)",18,2007-11,2008-09,COMPLETED,AstraZeneca,18.0,2,3,305.0,0,DRUG,2007.0,1,1,0,1.0
NCT04171310,Study of Excretion Balance and Pharmacokinetics of [14C]-SAR442168 in Healthy Male Subjects,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG,SAR442168,6,2019-11-13,2019-12-30,COMPLETED,Sanofi,6.0,1,1,47.0,0,DRUG,2019.0,0,0,0,1.0
NCT01606215,Stem Cells in Rapidly Evolving Active Multiple Sclerosis,Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Mesenchymal stem cells; Placebo,21,2013-01,2019-08,COMPLETED,Imperial College London,21.0,1,2,2403.0,0,DRUG,2013.0,0,1,0,1.0
NCT03658135,"BIIB092 in Primary Tauopathies: CBS, nfvPPA, sMAPT, and TES","Primary Tauopathies; Corticobasal Degeneration Syndrome; Frontotemporal Lobar Degeneration With Tau Inclusions; MAPT Mutation Carriers, Symptomatic; Traumatic Encephalopathy Syndrome; Nonfluent Aphasia, Progressive",PHASE1,INTERVENTIONAL,DRUG; OTHER,BIIB092; Placebo,22,2018-09-12,2019-12-13,TERMINATED,"University of California, San Francisco",22.0,6,2,457.0,0,DRUG,2018.0,1,1,0,0.0
NCT02943850,CNS10-NPC-GDNF for the Treatment of ALS,Amyotrophic Lateral Sclerosis,PHASE1,INTERVENTIONAL,BIOLOGICAL; DEVICE,Stem cell (HPC) implantation; Stereotactic surgical device,18,2017-04-01,2019-10-18,COMPLETED,Cedars-Sinai Medical Center,18.0,1,2,930.0,0,BIOLOGICAL,2017.0,0,1,0,1.0
NCT00837785,A 24-Hour Pharmacokinetic Determination of BG00012 After Single-Day Oral Administration in Subjects With MS,Relapsing Remitting Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG,BG00012; BG00012,48,2009-02-28,2009-10-31,COMPLETED,Biogen,48.0,1,2,245.0,0,DRUG,2009.0,0,1,0,1.0
NCT01492374,"Study to Evaluate the Safety, Tolerability and the Effect of BMS-241027 on Cerebrospinal Fluid Biomarkers in Subjects With Mild Alzheimer's Disease",Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,BMS-241027; BMS-241027; BMS-241027; Placebo matching BMS-241027,40,2012-02,2013-10,COMPLETED,Bristol-Myers Squibb,40.0,1,4,608.0,0,DRUG,2012.0,0,1,0,1.0
NCT02286986,Cannabidiol (CBD) to 27 Patients (Aged 2 Years - 19 Years) With Drug Resistant Epilepsy,Epilepsy,PHASE1,INTERVENTIONAL,DRUG,Cannabidiol,26,2014-09-18,2019-06-13,COMPLETED,University of Utah,26.0,1,1,1729.0,0,DRUG,2014.0,0,0,0,1.0
NCT03668405,A Study to Evaluate the Long-term Safety and Tolerability of Lu AF20513 and the Antibody Response in Patients With Alzheimer's Disease (AD),Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG,Lu AF20513,18,2018-06-26,2019-05-27,TERMINATED,H. Lundbeck A/S,18.0,1,1,335.0,0,DRUG,2018.0,0,0,0,0.0
NCT00090402,Fish Oil and Alpha Lipoic Acid in Treating Alzheimer's Disease,Alzheimer's Disease; Oxidative Stress; Dementia; Hyperlipidemia; Inflammation,PHASE1; PHASE2,INTERVENTIONAL,DIETARY_SUPPLEMENT; DIETARY_SUPPLEMENT; OTHER; OTHER,Fish Oil; Lipoic Acid; Fish Oil Placebo; Lipoic Acid Placebo,39,2004-04,2006-01-03,COMPLETED,Oregon Health and Science University,39.0,5,4,642.0,0,DIETARY_SUPPLEMENT,2004.0,1,1,0,1.0
NCT01343537,Continuous Neurophysiological Monitoring Detection of Cerebral Vasospasm in Aneurysmal Subarachnoid Hemorrhage Subjects,Cerebral Vasospasm; SAH; Aneurysm,EARLY_PHASE1,INTERVENTIONAL,OTHER,Neuro Monitoring,2,2010-12,2014-03,TERMINATED,State University of New York - Upstate Medical University,2.0,3,1,1186.0,0,OTHER,2010.0,1,0,0,0.0
NCT00397501,BBBD Followed By Methotrexate and Carboplatin With or Without Trastuzumab in Treating Women With Breast Cancer That Has Spread to the Brain,Brain and Central Nervous System Tumors; Breast Cancer; Cognitive/Functional Effects; Drug/Agent Toxicity by Tissue/Organ; Psychosocial Effects of Cancer and Its Treatment,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; DRUG; DRUG; DRUG,trastuzumab; carboplatin; methotrexate; sodium thiosulfate,0,2013-10,2013-10,WITHDRAWN,OHSU Knight Cancer Institute,0.0,5,4,0.0,0,BIOLOGICAL,2013.0,1,1,0,0.0
NCT01453829,Study to Assess the Safety and Effects of Autologous Adipose-Derived Stromal Cells in Patients After Stroke,Stroke,PHASE1; PHASE2,INTERVENTIONAL,PROCEDURE,Harvesting and Isolation of Stem Cells,0,2014-10,2014-12,WITHDRAWN,Ageless Regenerative Institute,0.0,1,1,61.0,0,PROCEDURE,2014.0,0,0,0,0.0
NCT01660672,Enteral Levetiracetam For Seizure Control In Pediatric Cerebral Malaria,Seizure; Epilepsy; Cerebral Malaria,PHASE1; PHASE2,INTERVENTIONAL,DRUG,LEVETIRACETAM,7,2013-01,2013-07,COMPLETED,University of Rochester,7.0,3,1,181.0,0,DRUG,2013.0,1,0,0,1.0
NCT02715505,Safety and Exploratory Efficacy of HSC835 in Patients With Inherited Metabolic Disorders (IMD),Inherited Metabolic Disorders IMD,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Umbilical cord blood transplantation with HSC835,0,2017-10-10,2020-05-18,WITHDRAWN,Novartis Pharmaceuticals,0.0,1,1,951.0,1,DRUG,2017.0,0,0,0,0.0
NCT03757351,Study to Evaluate DNL747 in Subjects With Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG,DNL747; Placebo,15,2018-12-14,2020-06-18,TERMINATED,Sanofi,15.0,1,2,552.0,0,DRUG,2018.0,0,1,0,0.0
NCT04677777,Safety Study of PP-007 in Subjects With Acute Ischemic Stroke,Acute Ischemic Stroke,PHASE1,INTERVENTIONAL,BIOLOGICAL,PP-007 (Two doses administered 24±6 hours apart) + SOC (IVT or MT or IVT+MT),24,2024-04-24,2025-02-20,COMPLETED,Prolong Pharmaceuticals,24.0,1,1,302.0,1,BIOLOGICAL,2024.0,0,0,0,1.0
NCT04725175,Phase I Study Evaluating Safety and Tolerability of Escalating Single and Multiple Doses of of PIPE-307 and Food Effect in Healthy Volunteers,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG,PIPE-307; Placebo oral tablet,70,2021-02-26,2021-09-01,COMPLETED,Contineum Therapeutics,70.0,1,2,187.0,1,DRUG,2021.0,0,1,0,1.0
NCT03612401,Treatment of Spinal Cord Injury Patients for Neurogenic Bladder: Anticholinergic Agent vs. Mirabegron,Spinal Cord Injuries; Neurogenic Bladder; Cognitive Change,EARLY_PHASE1,INTERVENTIONAL,DRUG,Mirabegron,20,2018-12-05,2020-03-23,COMPLETED,The University of Texas Health Science Center at San Antonio,20.0,3,1,474.0,0,DRUG,2018.0,1,0,0,1.0
NCT00407212,A Study of Three Doses of TCH346 in Patients With Early Parkinson's Disease to Evaluate Safety and Efficacy,Parkinson's Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG,"TCH346 (dibenz[b,f]oxepin-10-ylmethyl-prop-2-ynyl-amine, hydrogen maleate salt)",301,2002-01,2003-11,COMPLETED,Novartis,301.0,1,1,669.0,0,DRUG,2002.0,0,0,1,1.0
NCT03089918,A Study to Investigate the Regional Brain Kinetics of Brain Drug Transporters Using P-glycoprotein and Breast Cancer Resistance Protein Substrates and by Using the Positron Emission Tomography Ligand 11C-JNJ-63779586 in the Human Brain,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG,11C-JNJ-63779586,11,2017-05-17,2018-08-24,COMPLETED,"Janssen Research & Development, LLC",11.0,1,1,464.0,1,DRUG,2017.0,0,0,0,1.0
NCT02291783,"Phase I, Healthy Subject, Safety, Tolerability and Pharmacokinetic Study of an M1 Agonist to Treat Cognitive Impairment",Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,HTL0009936; HTL0009936 placebo,108,2013-11,2014-07,COMPLETED,Nxera Pharma UK Limited,108.0,1,2,242.0,1,DRUG,2013.0,0,1,1,1.0
NCT00380302,Activity of AVE1625 in Mild to Moderate Alzheimer's Patients.,Alzheimer Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG,AVE1625,162,2006-09,2007-07,COMPLETED,Sanofi,162.0,1,1,303.0,0,DRUG,2006.0,0,0,1,1.0
NCT06578273,NeuroGlove PD Study Clinical,Parkinson Disease,EARLY_PHASE1,INTERVENTIONAL,DEVICE,NeuroGlove,8,2024-08-22,2024-08-22,COMPLETED,NeuroGlove LLC,8.0,1,1,0.0,1,DEVICE,2024.0,0,0,0,1.0
NCT02171195,"A Single Centre, Phase I, Double-blind, Randomised, Placebo-controlled Study to Investigate the Safety, Tolerability, Pharmacokinetic Profile and Effects on EEG of Single Rising Oral Doses of BIA 2-093",Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG,BIA 2-093; Placebo,64,2000-07,2000-10,COMPLETED,Bial - Portela C S.A.,64.0,1,2,92.0,0,DRUG,2000.0,0,1,0,1.0
NCT03182894,Epacadostat in Combination With Pembrolizumab and Azacitidine in Subjects With Metastatic Colorectal Cancer,Metastatic Colorectal Cancer,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Epacadostat (INCB024360) in Combination with Pembrolizumab (MK-3475) and Azacitidine (VIDAZA),0,2018-09-30,2019-07-30,WITHDRAWN,James J Lee,0.0,1,1,303.0,0,DRUG,2018.0,0,0,0,0.0
NCT01637766,Intra-arterial Chemotherapy for Spinal Metastases,Spinal Diseases; Spinal Metastases; Spinal Tumors,PHASE1,INTERVENTIONAL,DRUG,Melphalan (intra-arterial infusion),12,2012-04,2018-04,COMPLETED,Weill Medical College of Cornell University,12.0,3,1,2191.0,0,DRUG,2012.0,1,0,0,1.0
NCT04948554,A Study of MK-2225 / ACE-1334 in Participants With Systemic Sclerosis With and Without Interstitial Lung Disease (MK-2225-002),Systemic Sclerosis With and Without Interstitial Lung Disease,PHASE1,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL,MK-2225; Placebo,5,2023-03-10,2023-10-18,TERMINATED,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",5.0,1,2,222.0,1,BIOLOGICAL,2023.0,0,1,0,0.0
NCT01292694,Contribution of Angiotensin II to Supine Hypertension in Autonomic Failure,Hypertension; Pure Autonomic Failure; Multiple System Atrophy,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,Losartan; Captopril; Placebo,12,2011-03,2017-03,TERMINATED,Vanderbilt University,12.0,3,3,2192.0,0,DRUG,2011.0,1,1,0,0.0
NCT04693039,"Study on the Safety, Tolerance and Pharmacokinetics of Phenlarmide Tablets",Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,Phenlarmide; Placebo,40,2021-02-23,2021-10-29,COMPLETED,Shijiazhuang Yiling Pharmaceutical Co. Ltd,40.0,1,2,248.0,1,DRUG,2021.0,0,1,0,1.0
NCT03056729,Single-Ascending-Dose Study of BIIB076 in Healthy Volunteers and Participants With Alzheimer's Disease,Alzheimer's Disease; Healthy Volunteer,PHASE1,INTERVENTIONAL,DRUG; DRUG,BIIB076; Placebo,46,2017-02-17,2020-03-03,COMPLETED,Biogen,46.0,2,2,1110.0,0,DRUG,2017.0,1,1,0,1.0
NCT04401137,The Evaluation of Pharmacokinetic/Pharmacodynamic Characteristics and Safety of QDX in Healthy Korean Male Subjects,Migraine,PHASE1,INTERVENTIONAL,DRUG,Topiramate,42,2020-07-01,2020-10-06,COMPLETED,"SK Chemicals Co., Ltd.",42.0,1,1,97.0,1,DRUG,2020.0,0,0,0,1.0
NCT00430703,Effect of Passive Gait Training on the Cortical Activity in Patients With Severe Traumatic Brain Injury.,"Craniocerebral Trauma; Traumatic Brain Injury; ""Rehabilitation""",EARLY_PHASE1,INTERVENTIONAL,BEHAVIORAL,body weight support treadmill training,26,2006-08,2008-08,COMPLETED,University of Aarhus,26.0,3,1,731.0,0,BEHAVIORAL,2006.0,1,0,0,1.0
NCT01222754,Lenalidomide and Radiation Therapy in High Grade Gliomas or Diffuse Intrinsic Pontine Gliomas,Diffuse Intrinsic Pontine Glioma; Anaplastic Astrocytoma; High Grade Glioma,PHASE1,INTERVENTIONAL,DRUG; RADIATION,"Lenalidomide; XRT, 54-59.4 Gy",29,2010-11-23,2019-04-17,COMPLETED,National Cancer Institute (NCI),29.0,3,2,3067.0,0,DRUG,2010.0,1,1,0,1.0
NCT00001986,1-Octanol to Treat Essential Tremor,Essential Tremor,PHASE1,INTERVENTIONAL,DRUG,1-Octanol,12,2000-01,,COMPLETED,National Institute of Neurological Disorders and Stroke (NINDS),12.0,1,1,,0,DRUG,2000.0,0,0,0,1.0
NCT04305041,Substudy 02A: Safety and Efficacy of Pembrolizumab in Combination With Investigational Agents in Participants With Programmed Cell-death 1 (PD-1) Refractory Melanoma (MK-3475-02A/KEYMAKER-U02),Melanoma,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; BIOLOGICAL; DRUG; DRUG,Pembrolizumab; Quavonlimab; Vibostolimab; Lenvatinib; ATRA,100,2020-06-26,2025-08-25,COMPLETED,Merck Sharp & Dohme LLC,100.0,1,5,1886.0,1,BIOLOGICAL,2020.0,0,1,0,1.0
NCT02241395,Cell Therapy as Treatment for Cerebral Palsy,Cerebral Palsy,PHASE1,INTERVENTIONAL,BIOLOGICAL,Intrathecal autologous bone marrow mononuclear cell transplantation,0,2013-08,2018-06,WITHDRAWN,Neurogen Brain and Spine Institute,0.0,1,1,1765.0,0,BIOLOGICAL,2013.0,0,0,0,0.0
NCT01253122,Comparative Bioavailability in Healthy Elderly Volunteers,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG,TRx0037,24,2010-02,2010-04,COMPLETED,TauRx Therapeutics Ltd,24.0,1,1,59.0,1,DRUG,2010.0,0,0,0,1.0
NCT01168245,TMS Stimulation and Cognitive Training in Alzheimer Patients,Alzheimer Disease; Mild to Moderate,PHASE1,INTERVENTIONAL,DEVICE; DEVICE,Sham-NICE-System; NICE-System,15,2010-01,2011-09,COMPLETED,Neuronix Ltd,15.0,2,2,608.0,1,DEVICE,2010.0,1,1,0,1.0
NCT02082327,A Phase 1 Study To Evaluate the Safety of Migalastat Hydrochloride Given Intravenously to Healthy Volunteers,Fabry Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,IV migalastat HCl; IV placebo; oral migalastat HCl,31,2014-03,2014-06,COMPLETED,Amicus Therapeutics,31.0,1,3,92.0,1,DRUG,2014.0,0,1,0,1.0
NCT02551003,Neuroprotective Effect of Autologous Cord Blood Combined With Therapeutic Hypothermia Following Neonatal Encephalopathy,Hypoxic Ischemic Encephalopathy; Cerebral Infarction,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DEVICE,Autologous cord blood; Hypothermia,0,2015-09-08,2016-12-30,WITHDRAWN,Children's Hospital of Fudan University,0.0,2,2,479.0,0,DRUG,2015.0,1,1,0,0.0
NCT03743805,Rapid Reversal of CNS-Depressant Drug Effect Prior to Brain Death Determination,Brain Death; Anoxic Brain Injury; Cardiac Arrest; Sedative Intoxication; Narcotic Intoxication,EARLY_PHASE1,INTERVENTIONAL,DRUG; DRUG,Flumazenil; Naloxone,0,2019-01-01,2021-07-20,WITHDRAWN,Prisma Health-Midlands,0.0,5,2,931.0,0,DRUG,2019.0,1,1,0,0.0
NCT03026231,Characterization of Fecal Microbiome Changes After Administration of PRIM-DJ2727 in Parkinson's Disease Patients,Parkinson's Disease,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL; DRUG,PRIM-DJ2727; Placebo (for PRIM-DJ2727),0,2017-07-15,2018-07-17,WITHDRAWN,"The University of Texas Health Science Center, Houston",0.0,1,2,367.0,0,BIOLOGICAL,2017.0,0,1,0,0.0
NCT00315562,Study of Early Versus Delayed Carotid Endarterectomy (CEA) for Small to Medium-sized Ischemic Stroke Caused by High-grade Carotid Stenosis,Stroke; Carotid Stenosis,PHASE1,INTERVENTIONAL,PROCEDURE,carotid endarterectomy,0,2006-04,,WITHDRAWN,"University of California, San Diego",0.0,2,1,,0,PROCEDURE,2006.0,1,0,0,0.0
NCT01037088,Effects of Vaporized Marijuana on Neuropathic Pain,Neuropathic Pain; Reflex Sympathetic Dystrophy; Peripheral Neuropathy; Post-herpetic Neuralgia; Spinal Cord Injury; Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG; DRUG,Mild dose cannabis; Low dose cannabis; Cannabis,44,2009-12,2012-11,COMPLETED,"University of California, Davis",44.0,6,3,1066.0,0,DRUG,2009.0,1,1,0,1.0
NCT01041222,"Safety, Tolerability, and Activity Study of ISIS SOD1Rx to Treat Familial Amyotrophic Lateral Sclerosis (ALS) Caused by SOD1 Gene Mutations",Familial Amyotrophic Lateral Sclerosis,PHASE1,INTERVENTIONAL,DRUG,ISIS 333611,33,2010-01,2011-12,COMPLETED,"Ionis Pharmaceuticals, Inc.",33.0,1,1,699.0,1,DRUG,2010.0,0,0,0,1.0
NCT02283788,Trial to Evaluate the Effect of Eslicarbazepine Acetate on Cardiac Repolarization,Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,BIA 2-093; Moxifloxacin; Placebo,67,2007-03,2007-06,COMPLETED,Bial - Portela C S.A.,67.0,1,3,92.0,0,DRUG,2007.0,0,1,0,1.0
NCT00063973,Cilengitide in Treating Children With Refractory Primary Brain Tumors,Childhood Central Nervous System Germ Cell Tumor; Childhood Choroid Plexus Tumor; Childhood Craniopharyngioma; Childhood Ependymoblastoma; Childhood Grade I Meningioma; Childhood Grade II Meningioma; Childhood Grade III Meningioma; Childhood High-grade Cerebellar Astrocytoma; Childhood High-grade Cerebral Astrocytoma; Childhood Infratentorial Ependymoma; Childhood Low-grade Cerebellar Astrocytoma; Childhood Low-grade Cerebral Astrocytoma; Childhood Medulloepithelioma; Childhood Mixed Glioma; Childhood Oligodendroglioma; Childhood Supratentorial Ependymoma; Recurrent Childhood Brain Stem Glioma; Recurrent Childhood Brain Tumor; Recurrent Childhood Cerebellar Astrocytoma; Recurrent Childhood Cerebral Astrocytoma; Recurrent Childhood Ependymoma; Recurrent Childhood Medulloblastoma; Recurrent Childhood Pineoblastoma; Recurrent Childhood Subependymal Giant Cell Astrocytoma; Recurrent Childhood Supratentorial Primitive Neuroectodermal Tumor; Recurrent Childhood Visual Pathway and Hypothalamic Glioma,PHASE1,INTERVENTIONAL,DRUG; OTHER,cilengitide; laboratory biomarker analysis,24,2003-07,2008-03,COMPLETED,National Cancer Institute (NCI),24.0,26,2,1705.0,0,DRUG,2003.0,1,1,0,1.0
